"date","time","latitude","longitude","velocity","numSatellites","temperature","pressure","altitude"
"28-04-23","14:15:53","4031.098","-8855.338","19.481","8","6.243741","74341.97","2474.164"
"28-04-23","14:16:24","4031.006","-8855.418","10.137","8","4.320769","73894.96","2522.352"
"28-04-23","14:16:55","4030.874","-8855.502","9.853","8","4.320769","71062.53","2834.636"
"28-04-23","14:17:26","4030.76","-8855.605","6.674","9","4.51114","71105.9","2829.761"
"28-04-23","14:17:57","4030.632","-8855.702","23.528","8","4.51114","67711.97","3220.531"
"28-04-23","14:18:28","4030.482","-8855.841","20.628","9","1.364464","67026.61","3301.815"
"28-04-23","14:18:59","4030.349","-8855.944","22.067","7","1.364464","64326.73","3630.32"
"28-04-23","14:19:30","4030.25","-8855.972","7.145","9","-1.537515","63714.94","3706.674"
"28-04-23","14:20:01","4030.192","-8855.936","1.727","9","-1.537515","60821.13","4078.063"
"28-04-23","14:20:32","4030.092","-8855.873","8.192","9","-2.681049","60587.88","4108.764"
"28-04-23","14:21:03","4030.068","-8855.864","8.397","9","-2.681049","57465.44","4531.525"
"28-04-23","14:21:34","4030.005","-8855.82","11.88","9","-1.03781","57788.4","4486.745"
"28-04-23","14:22:05","4029.965","-8855.772","14.444","6","-1.03781","55217.38","4850.372"
"28-04-23","14:22:36","4029.921","-8855.675","13.287","9","-2.403546","54957.08","4888.128"
"28-04-23","14:23:07","4029.849","-8855.559","12.474","9","-2.403546","52104.0","5314.082"
"28-04-23","14:23:38","4029.851","-8855.464","15.885","9","-4.27753","51759.09","5367.148"
"28-04-23","14:24:09","4029.849","-8855.328","13.739","9","-4.27753","49429.11","5735.171"
"28-04-23","14:24:40","4029.832","-8855.205","21.516","9","-6.3311","49063.68","5794.461"
"28-04-23","14:25:11","4029.784","-8855.093","16.366","9","-6.3311","47453.77","6061.033"
"28-04-23","14:25:42","4029.771","-8855.005","14.098","9","-9.776126","46855.02","6162.488"
"28-04-23","14:26:13","4029.802","-8854.974","9.577","9","-9.776126","45015.68","6482.465"
"28-04-23","14:26:44","4029.813","-8854.896","6.23","8","-10.51411","44891.21","6504.588"
"28-04-23","14:27:15","4029.865","-8854.922","6.009","9","-10.51411","42790.07","6887.597"
"28-04-23","14:27:46","4029.937","-8854.873","17.741","9","-14.91465","42070.09","7023.178"
"28-04-23","14:28:17","4030.019","-8854.752","23.822","8","-14.91465","39772.99","7471.809"
"28-04-23","14:28:48","4030.056","-8854.576","12.205","9","-13.45757","40003.32","7425.672"
"28-04-23","14:29:19","4030.102","-8854.38","13.248","9","-13.45757","38137.98","7807.209"
"28-04-23","14:29:50","4030.153","-8854.22","10.63","9","-15.83792","37772.74","7884.097"
"28-04-23","14:30:21","4030.197","-8853.975","20.461","9","-15.83792","36070.6","8252.512"
"28-04-23","14:30:52","4030.196","-8853.709","28.262","9","-18.70436","35643.8","8347.616"
"28-04-23","14:31:23","4030.235","-8853.474","8.801","8","-18.70436","34342.09","8644.871"
"28-04-23","14:31:54","4030.289","-8853.247","18.006","9","-20.88618","34025.65","8718.836"
"28-04-23","14:32:25","4030.362","-8853.0","27.232","9","-20.88618","32251.4","9146.726"
"28-04-23","14:32:56","4030.419","-8852.771","30.471","9","-23.31758","31910.05","9231.743"
"28-04-23","14:33:27","4030.511","-8852.577","21.476","9","-23.31758","30672.52","9547.78"
"28-04-23","14:33:58","4030.622","-8852.353","18.043","9","-22.44172","30792.58","9516.564"
"28-04-23","14:34:29","4030.712","-8852.16","23.304","9","-22.44172","28864.61","10033.18"
"28-04-23","14:35:00","4030.825","-8851.926","34.091","8","-25.16837","28503.4","10133.79"
